order_id,order_date,order_time,product_name,order_price,tax_value,existing_customer,customer_name,mobile_number
28,2023-03-28,17:03:23,Galaxy S21,1117.71,111.77,False,Erik Franklin,9375188345
29,2023-05-25,21:05:42,Galaxy S21,645.46,64.55,True,Donald Drake,9522143405
30,2023-03-14,03:02:44,OnePlus 9,739.23,73.92,True,Tanya Graham,9461512537
31,2023-02-14,19:53:33,Pixel 5,302.13,30.21,True,Margaret Roy,9400681906
32,2023-06-05,01:55:31,Galaxy S21,736.3,73.63,False,Carol Long,9423028351
33,2023-04-05,12:32:06,iPhone SE,576.0,57.6,True,Alexandra Williams,9634689946
34,2023-05-16,13:00:56,OnePlus 9,581.66,58.17,False,Debra Clements,9611640977
35,2023-01-01,00:11:25,Galaxy S21,722.98,72.3,True,Brittany Dean,9484744844
36,2023-01-31,08:27:49,Moto G Power,767.15,76.72,False,Debbie Anderson,9439928435
37,2023-03-22,12:01:09,Pixel 5,959.16,95.92,False,Julia Fleming,9378808571
38,2023-04-21,11:02:52,iPhone SE,873.21,87.32,True,Claire Burnett,9557291915
39,2023-06-25,04:56:07,OnePlus 9,863.74,86.37,False,Michael Carr,9971958900
40,2023-02-15,14:29:45,iPhone SE,216.86,21.69,False,Tammy Moore,9325694715
41,2023-02-27,14:41:11,Pixel 5,647.24,64.72,True,Evan Davis,9800344349
42,2023-03-27,22:41:03,Nokia 8.3,443.08,44.31,True,Sean Griffith,9156390412
43,2023-06-13,09:23:48,Moto G Power,230.61,23.06,True,Melinda Figueroa,9795959817
44,2023-04-29,06:37:03,iPhone SE,735.41,73.54,False,Belinda Hodges,9378016220
45,2023-01-25,20:42:11,iPhone 12,321.92,32.19,False,Fernando Huber,9337666989
46,2023-06-30,06:09:01,Galaxy S21,841.96,84.2,False,Traci Pennington,9139894956
47,2023-02-18,08:25:53,iPhone 12,413.72,41.37,True,Travis Whitehead,9657332373
48,2023-02-20,04:49:12,iPhone SE,722.81,72.28,True,Dr. Taylor Bowman,9124083771
49,2023-07-16,00:30:32,Pixel 5,572.12,57.21,True,Dalton Wagner,9678460836
50,2023-02-20,23:03:28,Nokia 8.3,655.6,65.56,False,Brian Kelly,9111226196
51,2023-06-16,21:00:58,Galaxy S21,893.35,89.34,True,Alex Peters,9882303789
52,2023-03-11,04:21:41,Pixel 5,1094.53,109.45,True,Tracy Armstrong,9642149519
53,2023-04-13,18:09:07,Moto G Power,559.78,55.98,True,Jeanette Bradshaw,9444328920
54,2023-03-17,00:50:52,Pixel 5,1074.35,107.44,True,Kelly Patterson,9843488626
55,2023-05-16,12:38:18,Nokia 8.3,945.0,94.5,False,Shawn Reyes,9730384033
56,2023-02-04,11:53:44,Galaxy Note 10,440.92,44.09,False,Alexander Rasmussen,9776493842
57,2023-03-25,10:47:12,Galaxy S21,746.03,74.6,False,Amy Wang,9884211202
58,2023-02-24,07:59:27,Galaxy Note 10,591.4,59.14,False,Brenda Turner,9620622714
59,2023-02-23,11:46:21,iPhone 12,1010.39,101.04,False,Gary Hendricks,9031543928
60,2023-05-09,02:21:33,iPhone SE,979.28,97.93,False,Ricky Mcmillan,9253877935
61,2023-02-05,22:13:37,iPhone 12,1243.79,124.38,False,Cindy Clark,9489818282
62,2023-02-24,10:46:39,Galaxy Note 10,355.83,35.58,False,Elizabeth Moore,9404513742
63,2023-06-24,22:49:05,Nokia 8.3,801.96,80.2,False,Thomas Lee,9800845663
64,2023-06-08,11:42:30,Galaxy S21,1076.97,107.7,True,Madeline Boyd,9299417190
65,2023-01-18,04:33:25,Galaxy S21,338.31,33.83,True,Rebecca Dudley,9491208067
66,2023-01-21,02:27:00,iPhone SE,348.86,34.89,False,Kristi Vazquez,9046865804
67,2023-01-24,08:31:24,iPhone SE,393.75,39.38,False,Robert Hernandez,9598454643
68,2023-04-13,13:18:01,OnePlus 9,1404.85,140.48,True,Kevin Martinez,9887389699
69,2023-04-07,17:16:50,Moto G Power,679.23,67.92,False,Brandi Hicks,9707918597
70,2023-07-20,14:23:46,iPhone SE,1339.22,133.92,False,Linda Bell,9929898504
71,2023-07-20,10:35:03,OnePlus 9,1022.66,102.27,False,Randy Rivas,9987665357
72,2023-03-12,22:20:52,OnePlus 9,367.08,36.71,False,Andrea Carey,9572270285
73,2023-03-04,03:51:03,iPhone SE,617.22,61.72,False,Michele Shannon,9211398327
74,2023-01-09,08:31:11,Galaxy S21,1004.0,100.4,True,Robert Lambert,9282513163
75,2023-04-13,10:32:57,Nokia 8.3,1445.78,144.58,True,David Jenkins,9044332282
76,2023-01-12,01:08:50,Moto G Power,768.16,76.82,True,Tricia Cisneros,9483162341
77,2023-05-24,14:37:57,OnePlus 9,893.22,89.32,False,Karen Holmes,9028084185
78,2023-03-26,21:10:21,Galaxy S21,416.86,41.69,True,David Decker,9564636463
79,2023-06-01,22:37:36,iPhone 12,969.38,96.94,False,Emily Mcdonald,9195786420
80,2023-07-15,07:26:42,Moto G Power,1348.82,134.88,True,Christopher Boyer,9994104399
81,2023-05-06,03:48:29,Galaxy S21,306.56,30.66,False,Ryan Smith,9652041291
82,2023-05-16,06:06:21,Nokia 8.3,1072.32,107.23,False,Sara Thompson,9322620878
83,2023-07-16,18:45:31,iPhone SE,1211.08,121.11,True,Tyler Smith,9363235635
84,2023-07-06,07:16:25,iPhone SE,406.78,40.68,False,Catherine Lee,9784231698
85,2023-03-24,18:42:18,OnePlus 9,1210.84,121.08,True,Lauren Lopez,9257496008
86,2023-04-22,23:49:15,Pixel 5,236.45,23.64,True,Joel Mccarthy,9344258504
87,2023-06-13,15:42:45,Moto G Power,761.85,76.19,True,John Cruz,9040525975
88,2023-05-16,03:16:46,Galaxy S21,319.25,31.93,False,Debra Lester,9220885053
89,2023-05-24,18:57:31,Galaxy S21,404.66,40.47,False,Isaiah Thompson,9586141679
90,2023-01-07,23:35:29,Moto G Power,495.96,49.6,False,Mrs. Sheryl Hunter MD,9023792135
91,2023-02-07,17:28:23,Nokia 8.3,987.37,98.74,True,Michael Floyd,9356532050
92,2023-04-02,00:31:53,iPhone 12,982.4,98.24,True,Michael Thompson,9966550237
93,2023-06-18,00:34:06,Galaxy S21,265.75,26.58,True,Joseph Rodriguez,9415759431
94,2023-06-29,04:52:23,Galaxy Note 10,1055.35,105.53,False,Nicholas Hendricks,9807104595
95,2023-03-09,13:08:03,iPhone 12,630.02,63.0,False,Olivia Peck,9207422905
96,2023-05-23,09:46:04,iPhone SE,781.05,78.11,True,Crystal Miller,9698617499
97,2023-03-29,13:30:30,Moto G Power,319.72,31.97,True,Amber Thompson,9982998877
98,2023-06-04,12:07:30,Galaxy S21,1414.12,141.41,True,Elizabeth Vazquez,9504840660
99,2023-04-07,14:56:24,Pixel 5,784.83,78.48,True,Kathleen Raymond,9724139549
100,2023-06-11,04:54:48,Nokia 8.3,780.26,78.03,False,Michael Nelson,9556586688
101,2023-01-01,06:32:24,Moto G Power,1271.99,127.2,False,Michelle Howell,9742319793
102,2023-06-17,00:10:20,iPhone 12,1213.61,121.36,True,Amy Jones,9480052741
103,2023-07-02,12:30:54,Nokia 8.3,433.07,43.31,False,William James,9440229465
104,2023-05-23,00:08:20,Galaxy Note 10,877.0,87.7,True,Scott Hall,9643457765
105,2023-07-18,09:12:11,iPhone SE,1482.37,148.24,True,Angel Paul,9478617734
106,2023-04-29,18:53:53,Galaxy S21,251.04,25.1,False,Roberto Robinson,9222599578
107,2023-03-07,17:58:15,Nokia 8.3,217.07,21.71,True,Kayla Gibbs,9054375070
108,2023-02-07,19:51:27,iPhone SE,367.16,36.72,False,Jennifer Whitehead,9605863064
109,2023-07-07,12:04:04,Galaxy Note 10,777.55,77.75,False,Stacy Wells,9766480492
110,2023-03-04,19:36:23,OnePlus 9,728.5,72.85,False,Victoria Hill,9704834573
111,2023-04-26,15:39:50,Galaxy Note 10,1097.76,109.78,True,Larry Solomon,9408755647
112,2023-07-17,01:01:54,iPhone 12,598.59,59.86,True,Paul Romero,9033204011
113,2023-05-02,09:37:35,Pixel 5,936.05,93.61,True,Karen Rodriguez,9346175357
114,2023-03-02,21:10:41,OnePlus 9,462.43,46.24,True,Scott Edwards,9136622487
115,2023-02-11,20:48:10,Galaxy Note 10,1172.5,117.25,True,Timothy Bennett,9296163922
116,2023-05-05,06:31:02,Galaxy Note 10,564.17,56.42,True,John Rodriguez,9822031337
117,2023-02-21,22:15:51,iPhone 12,284.89,28.49,True,Lauren Kelly,9619374382
118,2023-04-22,14:41:03,iPhone SE,514.81,51.48,True,Tina Ramos,9345337631
119,2023-05-29,15:24:24,Galaxy S21,1469.62,146.96,True,Jose Warner,9661013572
120,2023-03-14,08:08:00,iPhone SE,242.88,24.29,False,Carol Wilson DDS,9363927139
121,2023-07-06,13:35:43,Galaxy Note 10,256.04,25.6,True,Heather Davis,9532596591
122,2023-03-03,13:43:39,iPhone 12,461.71,46.17,False,Sherry Alvarado,9685611291
123,2023-01-27,18:20:34,Galaxy Note 10,1326.46,132.65,True,Evan Graham,9796768247
124,2023-03-03,19:18:15,Galaxy S21,880.93,88.09,True,Sara Graham,9402241496
125,2023-07-18,06:36:09,Nokia 8.3,983.46,98.35,True,Marie Hicks,9814447314
126,2023-04-05,03:27:04,Moto G Power,1206.6,120.66,False,Stephen Mercer,9810565764
127,2023-03-07,10:41:31,Nokia 8.3,1403.82,140.38,True,Thomas Nelson,9206377457
128,2023-01-18,16:11:00,iPhone 12,590.49,59.05,True,John Lewis,9530169012
129,2023-03-16,22:37:03,iPhone 12,1298.7,129.87,True,Mario Walters,9352440171
130,2023-02-18,21:54:04,iPhone 12,317.15,31.71,False,Michael Dixon,9357041109
131,2023-05-25,12:29:15,OnePlus 9,1489.85,148.98,False,Douglas Roberts,9366396797
132,2023-04-02,04:35:16,iPhone 12,583.38,58.34,False,James Bailey,9390330479
133,2023-04-29,21:11:26,OnePlus 9,689.43,68.94,False,Michelle Myers,9940880264
134,2023-03-25,07:04:04,Moto G Power,1229.84,122.98,False,James Church,9612228507
135,2023-02-21,17:55:17,iPhone 12,928.44,92.84,False,Jacob Anderson,9298453265
136,2023-07-12,22:22:46,iPhone 12,1379.52,137.95,True,Jessica Anderson,9362381114
137,2023-01-01,00:19:23,OnePlus 9,990.34,99.03,False,Jason Wright,9639465045
138,2023-04-06,03:28:40,iPhone SE,1405.46,140.55,True,Gregory Scott,9861908851
139,2023-02-04,12:36:54,OnePlus 9,1095.09,109.51,True,Adam Hall,9784961825
140,2023-01-30,18:37:19,iPhone SE,1314.15,131.42,True,Jerry Johnson,9646382952
141,2023-01-13,15:19:17,Nokia 8.3,262.37,26.24,False,Micheal White,9359826668
142,2023-03-01,02:02:10,iPhone 12,1376.42,137.64,True,Amanda Gregory,9508917095
143,2023-02-12,06:44:10,Galaxy S21,1200.21,120.02,True,Christy Moran,9585161175
144,2023-04-10,09:46:34,iPhone SE,251.91,25.19,False,Susan Robinson,9070749084
145,2023-05-07,16:47:13,Moto G Power,1433.53,143.35,True,Jennifer Valenzuela,9926510464
146,2023-06-02,18:31:31,Galaxy Note 10,1233.72,123.37,False,Christopher Jacobson,9975648560
147,2023-01-03,03:18:28,Pixel 5,1083.22,108.32,False,Todd Cummings,9919066031
148,2023-07-21,10:05:23,Nokia 8.3,643.18,64.32,False,Lisa Gregory,9497590647
149,2023-03-19,09:28:20,iPhone SE,1270.88,127.09,True,Victoria Oconnell,9276790616
150,2023-05-18,15:00:36,iPhone SE,518.08,51.81,True,Anthony Murray,9529342725
151,2023-07-07,09:45:17,Galaxy S21,1288.2,128.82,False,Patricia Keller,9360812092
152,2023-05-13,16:41:16,Moto G Power,1431.66,143.17,False,Jeremiah Cole,9843616728
153,2023-05-22,05:49:05,Nokia 8.3,963.55,96.36,True,Melissa Brown,9925907484
154,2023-06-17,15:45:08,Pixel 5,786.66,78.67,True,Laura Curtis,9394708706
155,2023-07-21,04:08:27,iPhone 12,1038.48,103.85,True,Anita Adams,9016084432
156,2023-01-02,04:31:00,Galaxy Note 10,1417.17,141.72,True,Charles Wheeler,9252552579
157,2023-05-07,00:45:20,Galaxy Note 10,628.12,62.81,False,Beverly Castillo,9534567865
158,2023-01-06,18:07:52,iPhone SE,582.23,58.22,True,Kristen Rice,9250512659
159,2023-04-07,01:24:40,Galaxy Note 10,1364.78,136.48,True,Lori Black,9500681436
160,2023-01-26,05:15:33,Galaxy S21,348.71,34.87,False,Adam Mcgrath,9750861958
161,2023-05-02,06:37:27,Galaxy Note 10,571.39,57.14,False,Lisa Garcia,9779838096
162,2023-06-07,06:52:31,Nokia 8.3,698.69,69.87,True,Shane Palmer,9306379542
163,2023-07-17,23:50:52,Galaxy S21,934.12,93.41,False,Ronald Thompson,9681939619
164,2023-06-01,13:13:53,iPhone 12,1495.64,149.56,False,Juan Jimenez,9819838858
165,2023-04-26,13:52:23,iPhone 12,1253.0,125.3,False,Stephanie Choi,9739080729
166,2023-06-27,03:21:40,OnePlus 9,1419.67,141.97,False,Darrell Francis,9430700986
167,2023-03-17,11:06:14,OnePlus 9,737.61,73.76,False,Matthew Schneider,9090593635
168,2023-07-14,03:08:54,Moto G Power,267.08,26.71,True,Tiffany Moran,9513848967
169,2023-03-19,04:07:07,OnePlus 9,1085.95,108.6,False,Shannon Taylor,9787309796
170,2023-01-01,04:33:55,Galaxy Note 10,915.73,91.57,False,Randy Hardy,9687468471
171,2023-02-13,06:15:04,Galaxy Note 10,1077.34,107.73,True,Jacob Ritter,9569551366
172,2023-05-22,19:36:38,Pixel 5,875.34,87.53,False,Adam Ibarra,9101949877
173,2023-02-21,02:25:05,iPhone SE,1090.81,109.08,True,Alexis Morales,9125956136
174,2023-03-10,04:52:42,Nokia 8.3,1311.25,131.12,True,Mark Spencer,9627131316
175,2023-06-29,08:22:37,Galaxy Note 10,294.01,29.4,True,Wayne Osborne,9922285088
176,2023-07-05,16:26:44,Moto G Power,701.26,70.13,True,Dawn Williamson,9568164050
177,2023-05-13,02:11:57,Galaxy Note 10,702.79,70.28,True,Brianna Arnold,9131905382
178,2023-03-11,03:31:25,Nokia 8.3,916.28,91.63,False,Jason Taylor,9151876247
179,2023-06-03,16:58:34,Pixel 5,510.11,51.01,False,Jacob Rasmussen,9321670533
180,2023-03-17,16:48:03,iPhone 12,580.09,58.01,False,Jason Fleming,9713567936
181,2023-01-16,06:51:11,Galaxy Note 10,1494.8,149.48,False,Travis Murphy,9704954740
182,2023-07-21,10:01:03,Galaxy Note 10,602.27,60.23,True,Stephanie Dillon,9835339616
183,2023-05-11,14:40:15,Pixel 5,1262.84,126.28,True,Emily Cortez,9534802403
184,2023-04-30,20:48:32,iPhone 12,662.14,66.21,False,Jessica Levine,9305077366
185,2023-06-05,02:00:33,iPhone 12,1125.17,112.52,True,Laura Galloway,9429745772
186,2023-03-16,06:18:48,Galaxy Note 10,302.25,30.23,True,Mary Johnson,9477354044
187,2023-04-09,14:54:59,Galaxy S21,395.21,39.52,True,Dale Moss,9656318793
188,2023-04-03,12:06:48,Moto G Power,460.71,46.07,True,Christopher Ward,9745617007
189,2023-02-07,10:16:46,Nokia 8.3,267.01,26.7,False,Mario Baker,9470473891
190,2023-05-05,01:04:49,iPhone SE,828.33,82.83,False,Denise Thomas,9857770932
191,2023-07-07,21:35:41,Galaxy S21,226.67,22.67,True,Carla Pierce,9911989903
192,2023-01-13,05:13:35,Pixel 5,1226.74,122.67,False,Brian Perez,9414778021
193,2023-04-26,11:44:25,Moto G Power,680.82,68.08,True,Tammy Mckinney,9842868130
194,2023-06-11,19:24:02,iPhone SE,967.2,96.72,False,Michael Martinez,9651341620
195,2023-05-21,03:56:45,iPhone SE,636.96,63.7,True,Peggy Schroeder,9776802870
196,2023-05-16,16:33:15,Galaxy S21,1161.75,116.18,True,Ryan Anderson,9846388619
197,2023-06-01,06:56:14,Galaxy Note 10,1311.04,131.1,True,Amber Morris,9700363445
198,2023-07-12,05:21:10,OnePlus 9,1352.95,135.3,True,Ross Adams,9328024897
199,2023-02-24,02:25:52,Nokia 8.3,479.31,47.93,False,Jason Williams,9397608243
200,2023-06-23,16:27:24,OnePlus 9,566.91,56.69,False,Adam Pearson,9353735268
201,2023-03-18,15:17:34,Galaxy S21,818.85,81.89,True,Maria Greene,9399231593
202,2023-06-09,15:24:17,Galaxy S21,1185.19,118.52,False,Lindsey Burns,9915862014
203,2023-01-31,07:26:54,Nokia 8.3,1039.46,103.95,True,Nicholas Gomez,9689046039
204,2023-06-30,02:40:20,Galaxy S21,1352.86,135.29,True,Natasha Williams,9079124907
205,2023-01-31,10:32:28,Galaxy S21,224.69,22.47,False,Kelly Juarez,9638463902
206,2023-05-18,05:29:01,Galaxy S21,712.7,71.27,False,William Johnson,9841468572
207,2023-07-08,11:58:21,Nokia 8.3,1225.11,122.51,False,Lauren Harper,9390492516
208,2023-06-24,14:37:52,iPhone 12,205.5,20.55,True,Darren Nelson,9685106087
209,2023-03-22,04:57:06,Galaxy Note 10,998.03,99.8,False,Katherine Richards,9145820040
210,2023-01-23,22:46:43,Galaxy Note 10,1006.2,100.62,False,Debra Robinson,9878211705
211,2023-06-06,05:14:29,Galaxy Note 10,1419.62,141.96,True,Valerie Perkins,9700370353
212,2023-01-05,12:15:42,iPhone 12,1217.45,121.75,False,Brian Gonzalez,9001069013
213,2023-01-26,04:03:23,Nokia 8.3,1497.83,149.78,False,Heidi Shannon,9597226211
214,2023-06-08,01:08:20,Galaxy S21,387.29,38.73,False,Kevin Lawrence,9434218606
215,2023-04-11,23:44:17,OnePlus 9,372.25,37.23,False,Tammy Miller,9849590250
216,2023-04-01,05:12:27,OnePlus 9,392.05,39.21,False,Samuel Davis,9770735957
217,2023-03-28,16:47:23,Galaxy Note 10,524.09,52.41,True,Jake Petersen,9345227042
218,2023-02-19,02:34:01,Pixel 5,657.56,65.76,True,Kyle Silva,9114488337
219,2023-04-03,20:48:27,Pixel 5,1262.03,126.2,False,Justin Smith,9866242699
220,2023-03-16,01:18:09,Pixel 5,765.41,76.54,False,Jennifer Snyder,9689809161
221,2023-01-01,16:04:21,Galaxy Note 10,762.75,76.28,True,Christina Payne,9847210124
222,2023-06-20,04:13:21,Nokia 8.3,1181.18,118.12,True,Steve Gray,9382709237
223,2023-01-29,02:55:39,OnePlus 9,514.43,51.44,False,Brooke Miller,9967312025
224,2023-05-06,19:13:15,OnePlus 9,468.02,46.8,False,Maria Smith,9076751225
225,2023-01-10,10:13:43,Nokia 8.3,798.24,79.82,False,Michael Edwards Jr.,9139273325
226,2023-04-27,20:05:53,Nokia 8.3,272.85,27.29,True,Jessica Byrd,9953901821
227,2023-02-19,22:28:17,Moto G Power,1346.27,134.63,False,Joshua Ayers,9050493523
228,2023-01-14,00:59:28,Nokia 8.3,248.64,24.86,False,Dana Macias,9013585719
229,2023-02-21,02:27:25,Pixel 5,1174.89,117.49,True,Vanessa Huffman,9206097439
230,2023-05-14,07:10:19,iPhone 12,542.0,54.2,True,Heather Ramirez,9013439220
231,2023-06-20,05:15:17,Pixel 5,724.67,72.47,True,Bobby Reed,9853825184
232,2023-02-08,09:57:30,Pixel 5,1349.0,134.9,True,Christina Miller,9256593757
233,2023-03-06,21:05:53,Galaxy S21,362.91,36.29,True,Dylan Sellers,9852639978
234,2023-06-28,21:19:36,Galaxy Note 10,505.92,50.59,True,Christopher Williams,9889866854
235,2023-05-24,23:13:53,Nokia 8.3,735.91,73.59,True,Brandon Velazquez,9202163182
236,2023-06-24,14:57:13,Nokia 8.3,692.46,69.25,True,Meredith Thompson,9983638619
237,2023-01-14,03:17:15,Pixel 5,780.04,78.0,False,Rose Rasmussen,9377531100
238,2023-04-25,17:27:47,Galaxy S21,1262.45,126.25,False,Kristina Leon,9613558485
239,2023-04-15,13:14:16,Pixel 5,938.24,93.82,True,Jessica Patel,9891325244
240,2023-06-23,09:27:11,Galaxy Note 10,1445.11,144.51,True,Michael Lopez,9756909917
241,2023-03-06,15:41:35,Pixel 5,1221.37,122.14,True,Joseph Padilla,9075963769
242,2023-05-05,05:08:57,Nokia 8.3,940.34,94.03,False,Matthew Sanford,9306735757
243,2023-04-01,13:15:49,OnePlus 9,273.36,27.34,True,Aaron Wood,9741234123
244,2023-03-03,23:12:32,Galaxy S21,364.05,36.41,False,Megan Russo,9619611791
245,2023-03-12,23:17:13,iPhone 12,253.77,25.38,True,Joshua Phillips,9681698312
246,2023-07-07,05:43:09,Nokia 8.3,1078.98,107.9,False,Patricia Davis,9953302056
247,2023-05-28,04:35:05,OnePlus 9,1102.26,110.23,False,Michelle Turner,9395786196
248,2023-05-05,07:20:02,iPhone 12,811.05,81.11,False,Todd Andersen,9391380465
249,2023-06-21,18:14:33,iPhone 12,997.31,99.73,False,Dana Jones,9844874142
250,2023-02-05,07:38:14,Moto G Power,1379.78,137.98,False,Nicole Figueroa,9282140055
251,2023-03-12,11:50:10,Galaxy S21,862.17,86.22,False,Sue Miller,9861721901
252,2023-04-15,00:08:04,Moto G Power,889.57,88.96,True,Kathleen Holland PhD,9323939852
253,2023-01-15,23:45:15,iPhone SE,1133.01,113.3,True,Brittany Chen,9350345837
254,2023-05-12,11:59:16,OnePlus 9,980.68,98.07,False,Evelyn Scott,9628031462
255,2023-03-21,07:26:42,OnePlus 9,761.81,76.18,True,Joseph Cooke,9543425843
256,2023-03-20,14:11:38,Pixel 5,609.96,61.0,True,Larry Jefferson,9982165308
257,2023-04-29,12:19:34,Galaxy Note 10,1282.82,128.28,True,James Klein,9875387731
258,2023-01-14,04:41:05,Nokia 8.3,825.47,82.55,False,Michelle Fernandez,9682119344
259,2023-01-06,17:09:26,iPhone SE,747.13,74.71,False,Allison Chandler,9603587646
260,2023-05-23,09:06:22,Pixel 5,367.48,36.75,True,Jonathan Boyd,9458812345
261,2023-01-10,15:38:41,OnePlus 9,1084.99,108.5,True,Gwendolyn Reyes,9731041605
262,2023-03-17,23:54:46,Moto G Power,283.01,28.3,True,David Greer MD,9243870383
263,2023-07-10,00:44:38,iPhone 12,964.57,96.46,False,John Miller,9139188619
264,2023-03-06,12:12:36,OnePlus 9,1483.2,148.32,False,Stephen Pearson,9667243015
265,2023-02-11,18:24:27,OnePlus 9,517.82,51.78,True,Mikayla Wolf,9945685602
266,2023-05-04,19:10:45,Galaxy S21,329.34,32.93,True,Karen Holmes,9214750147
267,2023-05-31,02:08:52,iPhone SE,1166.89,116.69,False,Katelyn Bell,9633061118
268,2023-04-09,22:08:36,iPhone 12,1200.82,120.08,False,Jennifer Williams,9705302658
269,2023-01-13,05:41:13,Galaxy S21,1103.23,110.32,False,Mrs. Carla Petersen MD,9015057523
270,2023-02-15,05:38:43,Galaxy Note 10,523.9,52.39,False,Amy Hall,9668894799
271,2023-07-18,21:39:29,Galaxy Note 10,1349.31,134.93,True,Kaitlyn Ortiz,9614736188
272,2023-04-12,05:09:48,iPhone 12,661.51,66.15,False,Rodney Baker,9254976837
273,2023-04-26,04:49:58,Moto G Power,204.25,20.43,True,Matthew Clark,9156822337
274,2023-05-09,13:15:44,Galaxy S21,1485.81,148.58,True,Dylan Wood,9828630782
275,2023-03-01,10:06:06,OnePlus 9,601.73,60.17,True,Curtis Krause,9845590866
276,2023-01-08,12:54:11,Nokia 8.3,674.66,67.47,True,Elaine Bullock,9798884219
277,2023-04-15,23:24:06,Galaxy S21,302.83,30.28,True,Eric Lowery,9223666535
278,2023-05-26,22:51:05,Nokia 8.3,1227.08,122.71,True,James Payne,9218270017
279,2023-07-20,08:26:11,Pixel 5,748.71,74.87,True,Michael Bennett,9137105912
280,2023-03-13,10:25:23,Galaxy Note 10,206.92,20.69,True,William Porter,9890653746
281,2023-03-03,16:24:02,Moto G Power,540.1,54.01,False,Brandi Edwards,9845296893
282,2023-06-03,18:50:45,Nokia 8.3,495.75,49.58,True,Tyler Ellison,9139368874
283,2023-04-20,10:11:18,OnePlus 9,1162.78,116.28,True,Sabrina Evans,9619008444
284,2023-07-18,14:48:33,Nokia 8.3,1371.69,137.17,True,Wendy Richardson,9182909592
285,2023-03-23,10:00:00,iPhone 12,1102.31,110.23,False,Elizabeth Ortiz,9916036982
286,2023-07-13,08:31:43,OnePlus 9,408.91,40.89,False,Krystal Anderson,9992658358
287,2023-03-07,12:42:24,iPhone 12,1347.52,134.75,True,Heather Davis,9701458172
288,2023-01-16,20:00:55,Moto G Power,1371.33,137.13,False,Michael Thomas,9000043723
289,2023-06-22,08:13:15,Nokia 8.3,1244.51,124.45,True,Alexander Olson,9250979931
290,2023-05-13,08:05:09,Moto G Power,768.91,76.89,False,Amanda Stokes,9367949586
291,2023-02-24,22:21:52,Galaxy Note 10,980.32,98.03,False,Jessica Patterson,9196676033
292,2023-03-17,09:14:53,Pixel 5,756.38,75.64,True,Carmen Miller,9981425594
293,2023-02-15,03:18:56,Nokia 8.3,379.44,37.94,False,Michael Wise,9653038519
294,2023-03-15,23:31:01,Galaxy Note 10,1328.62,132.86,True,Brianna Silva,9255349108
295,2023-06-29,07:28:44,Nokia 8.3,377.19,37.72,False,Kayla Soto,9261860907
296,2023-01-05,14:43:04,Nokia 8.3,468.27,46.83,True,Denise Powers,9856949914
297,2023-04-27,19:13:16,Moto G Power,855.89,85.59,True,Diana Harris,9088882009
